Data,Hora,Planta,Sensor,Umidade_Solo (%),Temperatura_Ar (°C),Umidade_Ar (%)
2024-12-05,08:30:00,Alface Roxa,1,75.02,25.87,68.47
2024-12-05,08:30:00,Rúcula,2,79.66,25.87,68.47
2024-12-05,08:30:00,Cebolinha,3,74.61,25.87,68.47
2024-12-05,08:30:00,Couve,4,78.0,25.87,68.47
2024-12-05,09:00:00,Alface Roxa,1,74.79,24.09,76.92
2024-12-05,09:00:00,Rúcula,2,79.42,24.09,76.92
2024-12-05,09:00:00,Cebolinha,3,74.25,24.09,76.92
2024-12-05,09:00:00,Couve,4,77.75,24.09,76.92
2024-12-05,09:30:00,Alface Roxa,1,74.42,24.79,72.61
2024-12-05,09:30:00,Rúcula,2,79.04,24.79,72.61
2024-12-05,09:30:00,Cebolinha,3,73.84,24.79,72.61
2024-12-05,09:30:00,Couve,4,77.36,24.79,72.61
2024-12-05,10:00:00,Alface Roxa,1,73.93,24.24,79.99
2024-12-05,10:00:00,Rúcula,2,78.67,24.24,79.99
2024-12-05,10:00:00,Cebolinha,3,73.44,24.24,79.99
2024-12-05,10:00:00,Couve,4,76.78,24.24,79.99
2024-12-05,10:30:00,Alface Roxa,1,73.46,24.28,76.25
2024-12-05,10:30:00,Rúcula,2,78.29,24.28,76.25
2024-12-05,10:30:00,Cebolinha,3,72.75,24.28,76.25
2024-12-05,10:30:00,Couve,4,76.1,24.28,76.25
2024-12-05,11:00:00,Alface Roxa,1,72.97,24.03,70.1
2024-12-05,11:00:00,Rúcula,2,77.6,24.03,70.1
2024-12-05,11:00:00,Cebolinha,3,72.04,24.03,70.1
2024-12-05,11:00:00,Couve,4,75.69,24.03,70.1
2024-12-05,11:30:00,Alface Roxa,1,72.33,24.34,76.0
2024-12-05,11:30:00,Rúcula,2,77.12,24.34,76.0
2024-12-05,11:30:00,Cebolinha,3,71.22,24.34,76.0
2024-12-05,11:30:00,Couve,4,74.88,24.34,76.0
2024-12-05,12:00:00,Alface Roxa,1,71.1,26.54,57.45
2024-12-05,12:00:00,Rúcula,2,75.46,26.54,57.45
2024-12-05,12:00:00,Cebolinha,3,69.73,26.54,57.45
2024-12-05,12:00:00,Couve,4,73.31,26.54,57.45
2024-12-05,12:30:00,Alface Roxa,1,69.44,27.57,51.76
2024-12-05,12:30:00,Rúcula,2,73.69,27.57,51.76
2024-12-05,12:30:00,Cebolinha,3,68.06,27.57,51.76
2024-12-05,12:30:00,Couve,4,71.72,27.57,51.76
2024-12-05,13:00:00,Alface Roxa,1,67.04,26.37,46.25
2024-12-05,13:00:00,Rúcula,2,72.36,26.37,46.25
2024-12-05,13:00:00,Cebolinha,3,65.84,26.37,46.25
2024-12-05,13:00:00,Couve,4,69.43,26.37,46.25
2024-12-05,13:30:00,Alface Roxa,1,64.96,25.09,57.47
2024-12-05,13:30:00,Rúcula,2,70.57,25.09,57.47
2024-12-05,13:30:00,Cebolinha,3,64.2,25.09,57.47
2024-12-05,13:30:00,Couve,4,68.01,25.09,57.47
2024-12-05,14:00:00,Alface Roxa,1,62.69,27.86,42.27
2024-12-05,14:00:00,Rúcula,2,68.46,27.86,42.27
2024-12-05,14:00:00,Cebolinha,3,61.99,27.86,42.27
2024-12-05,14:00:00,Couve,4,66.36,27.86,42.27
2024-12-05,14:30:00,Alface Roxa,1,61.47,24.57,59.94
2024-12-05,14:30:00,Rúcula,2,67.02,24.57,59.94
2024-12-05,14:30:00,Cebolinha,3,60.8,24.57,59.94
2024-12-05,14:30:00,Couve,4,65.08,24.57,59.94
2024-12-05,15:00:00,Alface Roxa,1,59.27,25.41,44.5
2024-12-05,15:00:00,Rúcula,2,64.25,25.41,44.5
2024-12-05,15:00:00,Cebolinha,3,58.74,25.41,44.5
2024-12-05,15:00:00,Couve,4,62.85,25.41,44.5
2024-12-05,15:30:00,Alface Roxa,1,57.11,27.52,49.73
2024-12-05,15:30:00,Rúcula,2,61.11,27.52,49.73
2024-12-05,15:30:00,Cebolinha,3,56.16,27.52,49.73
2024-12-05,15:30:00,Couve,4,60.48,27.52,49.73
2024-12-05,16:00:00,Alface Roxa,1,55.47,24.37,43.92
2024-12-05,16:00:00,Rúcula,2,60.03,24.37,43.92
2024-12-05,16:00:00,Cebolinha,3,55.22,24.37,43.92
2024-12-05,16:00:00,Couve,4,59.26,24.37,43.92
2024-12-05,16:30:00,Alface Roxa,1,52.29,25.05,43.34
2024-12-05,16:30:00,Rúcula,2,57.98,25.05,43.34
2024-12-05,16:30:00,Cebolinha,3,52.13,25.05,43.34
2024-12-05,16:30:00,Couve,4,56.69,25.05,43.34
2024-12-05,17:00:00,Alface Roxa,1,49.7,26.73,54.14
2024-12-05,17:00:00,Rúcula,2,54.52,26.73,54.14
2024-12-05,17:00:00,Cebolinha,3,48.22,26.73,54.14
2024-12-05,17:00:00,Couve,4,54.34,26.73,54.14
2024-12-05,17:30:00,Alface Roxa,1,46.69,27.1,51.43
2024-12-05,17:30:00,Rúcula,2,51.33,27.1,51.43
2024-12-05,17:30:00,Cebolinha,3,44.49,27.1,51.43
2024-12-05,17:30:00,Couve,4,50.58,27.1,51.43
2024-12-05,18:00:00,Alface Roxa,1,46.48,20.1,72.32
2024-12-05,18:00:00,Rúcula,2,50.89,20.1,72.32
2024-12-05,18:00:00,Cebolinha,3,44.11,20.1,72.32
2024-12-05,18:00:00,Couve,4,50.16,20.1,72.32
2024-12-05,18:30:00,Alface Roxa,1,45.96,22.28,71.55
2024-12-05,18:30:00,Rúcula,2,50.43,22.28,71.55
2024-12-05,18:30:00,Cebolinha,3,43.78,22.28,71.55
2024-12-05,18:30:00,Couve,4,50.0,22.28,71.55
2024-12-05,19:00:00,Alface Roxa,1,45.61,20.7,77.27
2024-12-05,19:00:00,Rúcula,2,49.89,20.7,77.27
2024-12-05,19:00:00,Cebolinha,3,43.46,20.7,77.27
2024-12-05,19:00:00,Couve,4,49.61,20.7,77.27
2024-12-05,19:30:00,Alface Roxa,1,45.47,22.32,77.47
2024-12-05,19:30:00,Rúcula,2,49.68,22.32,77.47
2024-12-05,19:30:00,Cebolinha,3,42.99,22.32,77.47
2024-12-05,19:30:00,Couve,4,49.33,22.32,77.47
2024-12-05,20:00:00,Alface Roxa,1,45.02,22.0,88.67
2024-12-05,20:00:00,Rúcula,2,49.54,22.0,88.67
2024-12-05,20:00:00,Cebolinha,3,42.81,22.0,88.67
2024-12-05,20:00:00,Couve,4,48.79,22.0,88.67
2024-12-05,20:30:00,Alface Roxa,1,44.75,21.25,74.16
2024-12-05,20:30:00,Rúcula,2,49.37,21.25,74.16
2024-12-05,20:30:00,Cebolinha,3,42.58,21.25,74.16
2024-12-05,20:30:00,Couve,4,48.34,21.25,74.16
2024-12-05,21:00:00,Alface Roxa,1,44.56,21.04,76.88
2024-12-05,21:00:00,Rúcula,2,48.81,21.04,76.88
2024-12-05,21:00:00,Cebolinha,3,42.1,21.04,76.88
2024-12-05,21:00:00,Couve,4,48.0,21.04,76.88
2024-12-05,21:30:00,Alface Roxa,1,44.05,20.56,84.31
2024-12-05,21:30:00,Rúcula,2,48.65,20.56,84.31
2024-12-05,21:30:00,Cebolinha,3,41.46,20.56,84.31
2024-12-05,21:30:00,Couve,4,47.62,20.56,84.31
2024-12-05,22:00:00,Alface Roxa,1,43.85,22.98,84.9
2024-12-05,22:00:00,Rúcula,2,48.47,22.98,84.9
2024-12-05,22:00:00,Cebolinha,3,41.09,22.98,84.9
2024-12-05,22:00:00,Couve,4,47.19,22.98,84.9
2024-12-05,22:30:00,Alface Roxa,1,43.2,22.14,77.81
2024-12-05,22:30:00,Rúcula,2,48.24,22.14,77.81
2024-12-05,22:30:00,Cebolinha,3,40.41,22.14,77.81
2024-12-05,22:30:00,Couve,4,46.94,22.14,77.81
2024-12-05,23:00:00,Alface Roxa,1,43.02,23.2,89.55
2024-12-05,23:00:00,Rúcula,2,47.81,23.2,89.55
2024-12-05,23:00:00,Cebolinha,3,39.86,23.2,89.55
2024-12-05,23:00:00,Couve,4,46.45,23.2,89.55
2024-12-05,23:30:00,Alface Roxa,1,42.84,23.88,80.55
2024-12-05,23:30:00,Rúcula,2,47.09,23.88,80.55
2024-12-05,23:30:00,Cebolinha,3,39.11,23.88,80.55
2024-12-05,23:30:00,Couve,4,45.75,23.88,80.55
2024-12-06,00:00:00,Alface Roxa,1,42.07,20.47,77.61
2024-12-06,00:00:00,Rúcula,2,46.28,20.47,77.61
2024-12-06,00:00:00,Cebolinha,3,38.6,20.47,77.61
2024-12-06,00:00:00,Couve,4,45.11,20.47,77.61
2024-12-06,00:30:00,Alface Roxa,1,41.49,21.23,71.61
2024-12-06,00:30:00,Rúcula,2,45.64,21.23,71.61
2024-12-06,00:30:00,Cebolinha,3,38.16,21.23,71.61
2024-12-06,00:30:00,Couve,4,44.77,21.23,71.61
2024-12-06,01:00:00,Alface Roxa,1,40.87,21.5,85.57
2024-12-06,01:00:00,Rúcula,2,45.06,21.5,85.57
2024-12-06,01:00:00,Cebolinha,3,37.79,21.5,85.57
2024-12-06,01:00:00,Couve,4,44.46,21.5,85.57
2024-12-06,01:30:00,Alface Roxa,1,40.11,22.54,83.73
2024-12-06,01:30:00,Rúcula,2,44.81,22.54,83.73
2024-12-06,01:30:00,Cebolinha,3,36.97,22.54,83.73
2024-12-06,01:30:00,Couve,4,43.77,22.54,83.73
2024-12-06,02:00:00,Alface Roxa,1,39.43,20.19,85.85
2024-12-06,02:00:00,Rúcula,2,44.57,20.19,85.85
2024-12-06,02:00:00,Cebolinha,3,36.46,20.19,85.85
2024-12-06,02:00:00,Couve,4,43.17,20.19,85.85
2024-12-06,02:30:00,Alface Roxa,1,38.79,23.12,82.98
2024-12-06,02:30:00,Rúcula,2,44.25,23.12,82.98
2024-12-06,02:30:00,Cebolinha,3,35.72,23.12,82.98
2024-12-06,02:30:00,Couve,4,42.94,23.12,82.98
2024-12-06,03:00:00,Alface Roxa,1,38.49,20.5,72.76
2024-12-06,03:00:00,Rúcula,2,43.6,20.5,72.76
2024-12-06,03:00:00,Cebolinha,3,35.37,20.5,72.76
2024-12-06,03:00:00,Couve,4,42.55,20.5,72.76
2024-12-06,03:30:00,Alface Roxa,1,37.95,20.73,77.24
2024-12-06,03:30:00,Rúcula,2,42.9,20.73,77.24
2024-12-06,03:30:00,Cebolinha,3,34.74,20.73,77.24
2024-12-06,03:30:00,Couve,4,42.05,20.73,77.24
2024-12-06,04:00:00,Alface Roxa,1,37.66,20.24,86.21
2024-12-06,04:00:00,Rúcula,2,42.43,20.24,86.21
2024-12-06,04:00:00,Cebolinha,3,33.82,20.24,86.21
2024-12-06,04:00:00,Couve,4,41.67,20.24,86.21
2024-12-06,04:30:00,Alface Roxa,1,36.59,23.68,89.69
2024-12-06,04:30:00,Rúcula,2,41.87,23.68,89.69
2024-12-06,04:30:00,Cebolinha,3,33.09,23.68,89.69
2024-12-06,04:30:00,Couve,4,41.18,23.68,89.69
2024-12-06,05:00:00,Alface Roxa,1,36.05,20.76,74.95
2024-12-06,05:00:00,Rúcula,2,40.94,20.76,74.95
2024-12-06,05:00:00,Cebolinha,3,32.3,20.76,74.95
2024-12-06,05:00:00,Couve,4,40.39,20.76,74.95
2024-12-06,05:30:00,Alface Roxa,1,35.73,20.62,82.62
2024-12-06,05:30:00,Rúcula,2,40.45,20.62,82.62
2024-12-06,05:30:00,Cebolinha,3,31.92,20.62,82.62
2024-12-06,05:30:00,Couve,4,39.46,20.62,82.62
2024-12-06,06:00:00,Alface Roxa,1,34.68,24.48,67.04
2024-12-06,06:00:00,Rúcula,2,39.54,24.48,67.04
2024-12-06,06:00:00,Cebolinha,3,31.6,24.48,67.04
2024-12-06,06:00:00,Couve,4,38.71,24.48,67.04
2024-12-06,06:30:00,Alface Roxa,1,33.75,24.95,76.09
2024-12-06,06:30:00,Rúcula,2,38.58,24.95,76.09
2024-12-06,06:30:00,Cebolinha,3,30.55,24.95,76.09
2024-12-06,06:30:00,Couve,4,38.07,24.95,76.09
2024-12-06,07:00:00,Alface Roxa,1,71.18,24.21,68.32
2024-12-06,07:00:00,Rúcula,2,85.59,24.21,68.32
2024-12-06,07:00:00,Cebolinha,3,72.53,24.21,68.32
2024-12-06,07:00:00,Couve,4,70.17,24.21,68.32
2024-12-06,07:30:00,Alface Roxa,1,71.05,25.06,74.93
2024-12-06,07:30:00,Rúcula,2,85.4,25.06,74.93
2024-12-06,07:30:00,Cebolinha,3,72.34,25.06,74.93
2024-12-06,07:30:00,Couve,4,70.04,25.06,74.93
2024-12-06,08:00:00,Alface Roxa,1,70.74,25.73,73.82
2024-12-06,08:00:00,Rúcula,2,85.06,25.73,73.82
2024-12-06,08:00:00,Cebolinha,3,72.04,25.73,73.82
2024-12-06,08:00:00,Couve,4,69.68,25.73,73.82
2024-12-06,08:30:00,Alface Roxa,1,70.46,24.86,75.49
2024-12-06,08:30:00,Rúcula,2,84.89,24.86,75.49
2024-12-06,08:30:00,Cebolinha,3,71.87,24.86,75.49
2024-12-06,08:30:00,Couve,4,69.39,24.86,75.49
2024-12-06,09:00:00,Alface Roxa,1,70.25,24.53,68.96
2024-12-06,09:00:00,Rúcula,2,84.58,24.53,68.96
2024-12-06,09:00:00,Cebolinha,3,71.6,24.53,68.96
2024-12-06,09:00:00,Couve,4,69.11,24.53,68.96
2024-12-06,09:30:00,Alface Roxa,1,69.99,24.58,72.05
2024-12-06,09:30:00,Rúcula,2,84.15,24.58,72.05
2024-12-06,09:30:00,Cebolinha,3,71.21,24.58,72.05
2024-12-06,09:30:00,Couve,4,68.81,24.58,72.05
2024-12-06,10:00:00,Alface Roxa,1,69.61,24.77,77.65
2024-12-06,10:00:00,Rúcula,2,83.85,24.77,77.65
2024-12-06,10:00:00,Cebolinha,3,70.87,24.77,77.65
2024-12-06,10:00:00,Couve,4,68.33,24.77,77.65
2024-12-06,10:30:00,Alface Roxa,1,68.75,25.6,72.05
2024-12-06,10:30:00,Rúcula,2,82.91,25.6,72.05
2024-12-06,10:30:00,Cebolinha,3,69.78,25.6,72.05
2024-12-06,10:30:00,Couve,4,67.33,25.6,72.05
2024-12-06,11:00:00,Alface Roxa,1,68.26,24.64,76.72
2024-12-06,11:00:00,Rúcula,2,82.14,24.64,76.72
2024-12-06,11:00:00,Cebolinha,3,69.18,24.64,76.72
2024-12-06,11:00:00,Couve,4,66.81,24.64,76.72
2024-12-06,11:30:00,Alface Roxa,1,67.74,24.3,60.97
2024-12-06,11:30:00,Rúcula,2,81.64,24.3,60.97
2024-12-06,11:30:00,Cebolinha,3,68.45,24.3,60.97
2024-12-06,11:30:00,Couve,4,66.34,24.3,60.97
2024-12-06,12:00:00,Alface Roxa,1,66.2,25.69,41.93
2024-12-06,12:00:00,Rúcula,2,79.87,25.69,41.93
2024-12-06,12:00:00,Cebolinha,3,66.75,25.69,41.93
2024-12-06,12:00:00,Couve,4,64.89,25.69,41.93
2024-12-06,12:30:00,Alface Roxa,1,64.45,27.49,52.27
2024-12-06,12:30:00,Rúcula,2,78.02,27.49,52.27
2024-12-06,12:30:00,Cebolinha,3,65.01,27.49,52.27
2024-12-06,12:30:00,Couve,4,63.11,27.49,52.27
2024-12-06,13:00:00,Alface Roxa,1,62.41,27.76,41.0
2024-12-06,13:00:00,Rúcula,2,75.85,27.76,41.0
2024-12-06,13:00:00,Cebolinha,3,63.09,27.76,41.0
2024-12-06,13:00:00,Couve,4,61.75,27.76,41.0
2024-12-06,13:30:00,Alface Roxa,1,61.45,24.81,40.36
2024-12-06,13:30:00,Rúcula,2,74.91,24.81,40.36
2024-12-06,13:30:00,Cebolinha,3,62.03,24.81,40.36
2024-12-06,13:30:00,Couve,4,60.65,24.81,40.36
2024-12-06,14:00:00,Alface Roxa,1,59.28,25.16,40.46
2024-12-06,14:00:00,Rúcula,2,72.84,25.16,40.46
2024-12-06,14:00:00,Cebolinha,3,60.09,25.16,40.46
2024-12-06,14:00:00,Couve,4,58.06,25.16,40.46
2024-12-06,14:30:00,Alface Roxa,1,57.38,26.53,53.79
2024-12-06,14:30:00,Rúcula,2,70.22,26.53,53.79
2024-12-06,14:30:00,Cebolinha,3,57.39,26.53,53.79
2024-12-06,14:30:00,Couve,4,55.98,26.53,53.79
2024-12-06,15:00:00,Alface Roxa,1,54.71,25.53,44.13
2024-12-06,15:00:00,Rúcula,2,67.23,25.53,44.13
2024-12-06,15:00:00,Cebolinha,3,55.13,25.53,44.13
2024-12-06,15:00:00,Couve,4,54.37,25.53,44.13
2024-12-06,15:30:00,Alface Roxa,1,52.22,25.44,48.74
2024-12-06,15:30:00,Rúcula,2,64.39,25.44,48.74
2024-12-06,15:30:00,Cebolinha,3,53.06,25.44,48.74
2024-12-06,15:30:00,Couve,4,52.2,25.44,48.74
2024-12-06,16:00:00,Alface Roxa,1,49.12,27.32,57.21
2024-12-06,16:00:00,Rúcula,2,61.64,27.32,57.21
2024-12-06,16:00:00,Cebolinha,3,50.65,27.32,57.21
2024-12-06,16:00:00,Couve,4,49.1,27.32,57.21
2024-12-06,16:30:00,Alface Roxa,1,45.77,25.21,41.31
2024-12-06,16:30:00,Rúcula,2,57.98,25.21,41.31
2024-12-06,16:30:00,Cebolinha,3,48.47,25.21,41.31
2024-12-06,16:30:00,Couve,4,46.4,25.21,41.31
2024-12-06,17:00:00,Alface Roxa,1,43.88,24.9,50.35
2024-12-06,17:00:00,Rúcula,2,56.0,24.9,50.35
2024-12-06,17:00:00,Cebolinha,3,46.55,24.9,50.35
2024-12-06,17:00:00,Couve,4,45.22,24.9,50.35
2024-12-06,17:30:00,Alface Roxa,1,41.19,25.01,40.69
2024-12-06,17:30:00,Rúcula,2,53.51,25.01,40.69
2024-12-06,17:30:00,Cebolinha,3,42.97,25.01,40.69
2024-12-06,17:30:00,Couve,4,42.04,25.01,40.69
2024-12-06,18:00:00,Alface Roxa,1,40.89,23.99,87.81
2024-12-06,18:00:00,Rúcula,2,53.29,23.99,87.81
2024-12-06,18:00:00,Cebolinha,3,42.77,23.99,87.81
2024-12-06,18:00:00,Couve,4,41.74,23.99,87.81
2024-12-06,18:30:00,Alface Roxa,1,40.68,21.4,86.02
2024-12-06,18:30:00,Rúcula,2,52.85,21.4,86.02
2024-12-06,18:30:00,Cebolinha,3,42.58,21.4,86.02
2024-12-06,18:30:00,Couve,4,41.4,21.4,86.02
2024-12-06,19:00:00,Alface Roxa,1,40.51,22.75,85.17
2024-12-06,19:00:00,Rúcula,2,52.59,22.75,85.17
2024-12-06,19:00:00,Cebolinha,3,42.1,22.75,85.17
2024-12-06,19:00:00,Couve,4,40.83,22.75,85.17
2024-12-06,19:30:00,Alface Roxa,1,40.17,20.45,80.77
2024-12-06,19:30:00,Rúcula,2,52.23,20.45,80.77
2024-12-06,19:30:00,Cebolinha,3,41.68,20.45,80.77
2024-12-06,19:30:00,Couve,4,40.61,20.45,80.77
2024-12-06,20:00:00,Alface Roxa,1,39.54,22.74,82.19
2024-12-06,20:00:00,Rúcula,2,52.1,22.74,82.19
2024-12-06,20:00:00,Cebolinha,3,41.18,22.74,82.19
2024-12-06,20:00:00,Couve,4,40.01,22.74,82.19
2024-12-06,20:30:00,Alface Roxa,1,39.34,23.21,77.22
2024-12-06,20:30:00,Rúcula,2,51.48,23.21,77.22
2024-12-06,20:30:00,Cebolinha,3,40.6,23.21,77.22
2024-12-06,20:30:00,Couve,4,39.68,23.21,77.22
2024-12-06,21:00:00,Alface Roxa,1,39.0,22.22,73.83
2024-12-06,21:00:00,Rúcula,2,50.83,22.22,73.83
2024-12-06,21:00:00,Cebolinha,3,39.91,22.22,73.83
2024-12-06,21:00:00,Couve,4,39.26,22.22,73.83
2024-12-06,21:30:00,Alface Roxa,1,38.36,21.03,89.02
2024-12-06,21:30:00,Rúcula,2,50.25,21.03,89.02
2024-12-06,21:30:00,Cebolinha,3,39.39,21.03,89.02
2024-12-06,21:30:00,Couve,4,39.0,21.03,89.02
2024-12-06,22:00:00,Alface Roxa,1,37.98,21.77,72.98
2024-12-06,22:00:00,Rúcula,2,49.59,21.77,72.98
2024-12-06,22:00:00,Cebolinha,3,39.11,21.77,72.98
2024-12-06,22:00:00,Couve,4,38.39,21.77,72.98
2024-12-06,22:30:00,Alface Roxa,1,37.54,22.29,75.04
2024-12-06,22:30:00,Rúcula,2,49.22,22.29,75.04
2024-12-06,22:30:00,Cebolinha,3,38.71,22.29,75.04
2024-12-06,22:30:00,Couve,4,37.66,22.29,75.04
2024-12-06,23:00:00,Alface Roxa,1,36.76,20.44,73.54
2024-12-06,23:00:00,Rúcula,2,48.53,20.44,73.54
2024-12-06,23:00:00,Cebolinha,3,37.97,20.44,73.54
2024-12-06,23:00:00,Couve,4,37.08,20.44,73.54
2024-12-06,23:30:00,Alface Roxa,1,36.59,22.3,70.25
2024-12-06,23:30:00,Rúcula,2,48.21,22.3,70.25
2024-12-06,23:30:00,Cebolinha,3,37.42,22.3,70.25
2024-12-06,23:30:00,Couve,4,36.67,22.3,70.25
2024-12-07,00:00:00,Alface Roxa,1,36.39,21.69,74.22
2024-12-07,00:00:00,Rúcula,2,47.86,21.69,74.22
2024-12-07,00:00:00,Cebolinha,3,36.9,21.69,74.22
2024-12-07,00:00:00,Couve,4,36.19,21.69,74.22
2024-12-07,00:30:00,Alface Roxa,1,36.01,23.3,74.88
2024-12-07,00:30:00,Rúcula,2,47.55,23.3,74.88
2024-12-07,00:30:00,Cebolinha,3,36.69,23.3,74.88
2024-12-07,00:30:00,Couve,4,35.66,23.3,74.88
2024-12-07,01:00:00,Alface Roxa,1,35.52,20.29,76.36
2024-12-07,01:00:00,Rúcula,2,47.14,20.29,76.36
2024-12-07,01:00:00,Cebolinha,3,36.24,20.29,76.36
2024-12-07,01:00:00,Couve,4,34.85,20.29,76.36
2024-12-07,01:30:00,Alface Roxa,1,35.24,21.2,79.61
2024-12-07,01:30:00,Rúcula,2,46.47,21.2,79.61
2024-12-07,01:30:00,Cebolinha,3,35.95,21.2,79.61
2024-12-07,01:30:00,Couve,4,34.29,21.2,79.61
2024-12-07,02:00:00,Alface Roxa,1,34.3,23.58,83.09
2024-12-07,02:00:00,Rúcula,2,46.04,23.58,83.09
2024-12-07,02:00:00,Cebolinha,3,35.07,23.58,83.09
2024-12-07,02:00:00,Couve,4,34.03,23.58,83.09
2024-12-07,02:30:00,Alface Roxa,1,33.76,21.19,70.94
2024-12-07,02:30:00,Rúcula,2,45.72,21.19,70.94
2024-12-07,02:30:00,Cebolinha,3,34.83,21.19,70.94
2024-12-07,02:30:00,Couve,4,33.2,21.19,70.94
2024-12-07,03:00:00,Alface Roxa,1,33.34,23.65,82.04
2024-12-07,03:00:00,Rúcula,2,44.92,23.65,82.04
2024-12-07,03:00:00,Cebolinha,3,34.22,23.65,82.04
2024-12-07,03:00:00,Couve,4,32.54,23.65,82.04
2024-12-07,03:30:00,Alface Roxa,1,32.6,21.65,79.22
2024-12-07,03:30:00,Rúcula,2,44.2,21.65,79.22
2024-12-07,03:30:00,Cebolinha,3,33.57,21.65,79.22
2024-12-07,03:30:00,Couve,4,31.8,21.65,79.22
2024-12-07,04:00:00,Alface Roxa,1,32.04,23.52,88.98
2024-12-07,04:00:00,Rúcula,2,43.86,23.52,88.98
2024-12-07,04:00:00,Cebolinha,3,32.94,23.52,88.98
2024-12-07,04:00:00,Couve,4,31.42,23.52,88.98
2024-12-07,04:30:00,Alface Roxa,1,31.7,23.01,89.78
2024-12-07,04:30:00,Rúcula,2,43.55,23.01,89.78
2024-12-07,04:30:00,Cebolinha,3,32.33,23.01,89.78
2024-12-07,04:30:00,Couve,4,30.46,23.01,89.78
2024-12-07,05:00:00,Alface Roxa,1,31.27,20.69,83.82
2024-12-07,05:00:00,Rúcula,2,43.16,20.69,83.82
2024-12-07,05:00:00,Cebolinha,3,31.36,20.69,83.82
2024-12-07,05:00:00,Couve,4,29.75,20.69,83.82
2024-12-07,05:30:00,Alface Roxa,1,30.9,23.96,76.46
2024-12-07,05:30:00,Rúcula,2,42.36,23.96,76.46
2024-12-07,05:30:00,Cebolinha,3,31.08,23.96,76.46
2024-12-07,05:30:00,Couve,4,29.45,23.96,76.46
2024-12-07,06:00:00,Alface Roxa,1,30.31,25.75,70.02
2024-12-07,06:00:00,Rúcula,2,41.95,25.75,70.02
2024-12-07,06:00:00,Cebolinha,3,30.64,25.75,70.02
2024-12-07,06:00:00,Couve,4,28.97,25.75,70.02
2024-12-07,06:30:00,Alface Roxa,1,29.14,25.1,75.63
2024-12-07,06:30:00,Rúcula,2,41.59,25.1,75.63
2024-12-07,06:30:00,Cebolinha,3,30.3,25.1,75.63
2024-12-07,06:30:00,Couve,4,28.53,25.1,75.63
2024-12-07,07:00:00,Alface Roxa,1,81.6,25.81,77.27
2024-12-07,07:00:00,Rúcula,2,78.0,25.81,77.27
2024-12-07,07:00:00,Cebolinha,3,76.31,25.81,77.27
2024-12-07,07:00:00,Couve,4,76.56,25.81,77.27
2024-12-07,07:30:00,Alface Roxa,1,81.52,24.85,60.43
2024-12-07,07:30:00,Rúcula,2,77.94,24.85,60.43
2024-12-07,07:30:00,Cebolinha,3,76.25,24.85,60.43
2024-12-07,07:30:00,Couve,4,76.48,24.85,60.43
2024-12-07,08:00:00,Alface Roxa,1,81.37,24.31,78.38
2024-12-07,08:00:00,Rúcula,2,77.82,24.31,78.38
2024-12-07,08:00:00,Cebolinha,3,76.08,24.31,78.38
2024-12-07,08:00:00,Couve,4,76.34,24.31,78.38
2024-12-07,08:30:00,Alface Roxa,1,81.01,25.86,76.29
2024-12-07,08:30:00,Rúcula,2,77.48,25.86,76.29
2024-12-07,08:30:00,Cebolinha,3,75.7,25.86,76.29
2024-12-07,08:30:00,Couve,4,75.87,25.86,76.29
2024-12-07,09:00:00,Alface Roxa,1,80.67,24.62,62.66
2024-12-07,09:00:00,Rúcula,2,77.24,24.62,62.66
2024-12-07,09:00:00,Cebolinha,3,75.34,24.62,62.66
2024-12-07,09:00:00,Couve,4,75.61,24.62,62.66
2024-12-07,09:30:00,Alface Roxa,1,80.24,24.24,76.11
2024-12-07,09:30:00,Rúcula,2,76.76,24.24,76.11
2024-12-07,09:30:00,Cebolinha,3,74.94,24.24,76.11
2024-12-07,09:30:00,Couve,4,75.19,24.24,76.11
2024-12-07,10:00:00,Alface Roxa,1,79.24,25.01,74.95
2024-12-07,10:00:00,Rúcula,2,76.12,25.01,74.95
2024-12-07,10:00:00,Cebolinha,3,74.29,25.01,74.95
2024-12-07,10:00:00,Couve,4,74.43,25.01,74.95
2024-12-07,10:30:00,Alface Roxa,1,78.64,24.79,67.32
2024-12-07,10:30:00,Rúcula,2,75.52,24.79,67.32
2024-12-07,10:30:00,Cebolinha,3,73.87,24.79,67.32
2024-12-07,10:30:00,Couve,4,73.93,24.79,67.32
2024-12-07,11:00:00,Alface Roxa,1,77.68,25.6,79.19
2024-12-07,11:00:00,Rúcula,2,74.12,25.6,79.19
2024-12-07,11:00:00,Cebolinha,3,72.67,25.6,79.19
2024-12-07,11:00:00,Couve,4,72.89,25.6,79.19
2024-12-07,11:30:00,Alface Roxa,1,76.37,25.89,67.05
2024-12-07,11:30:00,Rúcula,2,73.02,25.89,67.05
2024-12-07,11:30:00,Cebolinha,3,71.33,25.89,67.05
2024-12-07,11:30:00,Couve,4,71.65,25.89,67.05
2024-12-07,12:00:00,Alface Roxa,1,74.59,26.36,48.51
2024-12-07,12:00:00,Rúcula,2,71.6,26.36,48.51
2024-12-07,12:00:00,Cebolinha,3,69.36,26.36,48.51
2024-12-07,12:00:00,Couve,4,70.46,26.36,48.51
2024-12-07,12:30:00,Alface Roxa,1,72.46,26.44,57.97
2024-12-07,12:30:00,Rúcula,2,70.21,26.44,57.97
2024-12-07,12:30:00,Cebolinha,3,67.33,26.44,57.97
